Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Fine Amount,County
JRA7941,NY,PAS,5601185797,1/4/2022,04:47P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JKD6190,NY,PAS,5601185657,1/4/2022,04:30P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HYZ3717,NY,OMS,5601184598,1/4/2022,07:26A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AD5405,NY,PAS,5601184872,1/4/2022,09:05A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGE4459,NY,PAS,5601185517,1/4/2022,03:36P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HBY8486,NY,PAS,5601186078,1/4/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HLX8808,NY,PAS,5601185487,1/4/2022,03:31P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSP8095,NY,PAS,5601184616,1/4/2022,07:31A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
36536MM,NY,COM,5601184604,1/4/2022,07:30A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
96893ML,NY,COM,5601184800,1/4/2022,08:45A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
92911NA,NY,COM,5601185359,1/4/2022,02:10P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
HVL3411,NY,PAS,5601185372,1/4/2022,02:19P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
48635PC,NY,PAS,5601185086,1/4/2022,10:57A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KPL7652,NY,PAS,5601185384,1/4/2022,02:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLD3636,NY,PAS,5601184630,1/4/2022,07:49A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GKM6608,NY,PAS,5601185281,1/4/2022,01:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
DPX2749,NY,PAS,5601184537,1/4/2022,07:21A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
71749MM,NY,COM,5601184677,1/4/2022,08:08A,MOBILE BUS LANE VIOLATION,$200.00 ,MN
KJN2548,NY,PAS,5601184690,1/4/2022,08:22A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
99942NB,NY,COM,5601184719,1/4/2022,08:24A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AV7750,NY,PAS,5601184653,1/4/2022,07:56A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRY2550,NY,PAS,5601184793,1/4/2022,08:40A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JDX6900,NY,PAS,5601184770,1/4/2022,08:39A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
56897MJ,NY,COM,5601184781,1/4/2022,08:40A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
24213NA,NY,COM,5601184835,1/4/2022,08:50A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KEV4206,NY,PAS,5601184884,1/4/2022,09:11A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
72490MD,NY,COM,5601184896,1/4/2022,09:12A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JCX7846,NY,PAS,5601184902,1/4/2022,09:14A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
42701JZ,NY,COM,5601184926,1/4/2022,09:19A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
41943JZ,NY,COM,5601184938,1/4/2022,09:21A,MOBILE BUS LANE VIOLATION,$200.00 ,MN
HME6173,NY,PAS,5601185013,1/4/2022,10:09A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBR6485,NY,PAS,5601184975,1/4/2022,09:39A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HYJ1950,NY,PAS,5601185025,1/4/2022,10:09A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
30991MK,NY,COM,5601184987,1/4/2022,09:40A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
32850MK,NY,COM,5601185074,1/4/2022,10:54A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
10487MB,NY,COM,5601185098,1/4/2022,11:00A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
44405MG,NY,COM,5601185049,1/4/2022,10:17A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
FXA6423,NY,PAS,5601185050,1/4/2022,10:24A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLT9337,NY,PAS,5601185116,1/4/2022,11:09A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KDA1700,NY,PAS,5601185128,1/4/2022,11:10A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HYZ3717,NY,OMS,5601185130,1/4/2022,11:19A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KHT5272,NY,PAS,5601185141,1/4/2022,11:36A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KKF2120,NY,OMS,5601185153,1/4/2022,11:40A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGL3453,NY,PAS,5601185189,1/4/2022,12:23P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KFR5619,NY,PAS,5601185190,1/4/2022,12:37P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JDN9099,NY,PAS,5601185207,1/4/2022,12:48P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
15992NB,NY,COM,5601185270,1/4/2022,01:21P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KDX6186,NY,PAS,5601185347,1/4/2022,02:00P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KMG9452,NY,PAS,5601185335,1/4/2022,01:37P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
GKE9098,NY,PAS,5601185396,1/4/2022,02:26P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T762420C,NY,OMT,5601185438,1/4/2022,02:59P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
EAS3352,NY,PAS,5601185414,1/4/2022,02:36P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
86696NB,NY,COM,5601185440,1/4/2022,03:09P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
13739NC,NY,COM,5601185451,1/4/2022,03:09P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
14169MM,NY,COM,5601185505,1/4/2022,03:35P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KPM4917,NY,PAS,5601185530,1/4/2022,03:40P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
12393MN,NY,COM,5601185554,1/4/2022,04:01P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HFK1649,NY,PAS,5601185542,1/4/2022,03:46P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KSU8854,NY,PAS,5601185566,1/4/2022,04:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AFM3964,NY,PAS,5601185610,1/4/2022,04:05P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KKG6287,NY,PAS,5601185578,1/4/2022,04:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HYB1830,NY,PAS,5601185591,1/4/2022,04:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
313VVN,NY,PAS,5601185621,1/4/2022,04:20P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLU2526,NY,PAS,5601185724,1/4/2022,04:41P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
JNW8121,NY,PAS,5601185712,1/4/2022,04:36P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KSV5125,NY,PAS,5601185700,1/4/2022,04:36P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
80233MM,NY,COM,5601185736,1/4/2022,04:41P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
T718894C,NY,OMT,5601185748,1/4/2022,04:41P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HBU4704,NY,PAS,5601185761,1/4/2022,04:44P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KMX5888,NY,PAS,5601185785,1/4/2022,04:47P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGJ3870,NY,PAS,5601185773,1/4/2022,04:44P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
1MONTINO,NY,SRF,5601185839,1/4/2022,04:55P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JCN5826,NY,PAS,5601185827,1/4/2022,04:52P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HAL7236,NY,PAS,5601185852,1/4/2022,05:01P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KRG7618,NY,PAS,5601185815,1/4/2022,04:52P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KPF7228,NY,PAS,5601185840,1/4/2022,04:55P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KMY3037,NY,PAS,5601185864,1/4/2022,05:07P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JNC5976,NY,PAS,5601185888,1/4/2022,05:31P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KDJ2434,NY,PAS,5601185876,1/4/2022,05:16P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HHY2906,NY,PAS,5601185920,1/4/2022,05:47P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KKL4064,NY,PAS,5601185890,1/4/2022,05:35P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGH9190,NY,PAS,5601185906,1/4/2022,05:42P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JEA5941,NY,PAS,5601185979,1/4/2022,06:05P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
GNB7047,NY,PAS,5601185992,1/4/2022,06:14P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HLE8131,NY,PAS,5601186017,1/4/2022,06:17P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HHV6939,NY,PAS,5601186029,1/4/2022,06:18P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRU4756,NY,PAS,5601186042,1/4/2022,06:19P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRA4856,NY,PAS,5601186030,1/4/2022,06:18P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AV7574,NY,PAS,5601186054,1/4/2022,06:20P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KJY5833,NY,PAS,5601186066,1/4/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JPK4923,NY,PAS,5601186133,1/4/2022,06:33P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGD5101,NY,PAS,5601186182,1/4/2022,06:36P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KKY5333,NY,PAS,5601186212,1/4/2022,06:50P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HTH1986,NY,PAS,5601186194,1/4/2022,06:46P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JNF1763,NY,PAS,5601186224,1/4/2022,07:00P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
59002MA,NY,COM,5601185293,1/4/2022,01:23P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSX2353,NY,PAS,5601185256,1/4/2022,01:14P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HSU5278,NY,PAS,5601185918,1/4/2022,05:43P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
HKX7353,NY,PAS,5601186273,1/4/2022,08:16P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GBH2273,NY,PAS,5601184756,1/4/2022,08:37A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JHG8552,NY,PAS,5601184847,1/4/2022,08:58A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JGS7907,NY,PAS,5601184811,1/4/2022,08:45A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
121138,NY,STA,5601185360,1/4/2022,02:19P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
31215NB,NY,COM,5601184860,1/4/2022,09:02A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HKE4751,NY,PAS,5601186091,1/4/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
ECG4678,NY,PAS,5601186200,1/4/2022,06:46P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JMX1111,NY,PAS,5601186170,1/4/2022,06:34P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JPY8197,NY,PAS,5601186005,1/4/2022,06:15P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
FPE2211,NY,PAS,5601186080,1/4/2022,06:21P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
T796549C,NY,OMT,5601184549,1/4/2022,07:23A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KPF5719,NY,999,5601184525,1/4/2022,07:17A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KVD8177,NY,PAS,5601186250,1/4/2022,07:20P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBS4470,NY,PAS,5601185311,1/4/2022,01:29P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLE6171,NY,PAS,5601186236,1/4/2022,07:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
39658ML,NY,COM,5601184689,1/4/2022,08:12A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
87306MK,NY,COM,5601185670,1/4/2022,04:32P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KMM8238,NY,PAS,8908056531,1/4/2022,05:17P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
73703NA,NY,COM,8896465680,1/4/2022,08:28A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
T794508C,NY,OMT,8897371980,1/4/2022,08:58A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
42666JZ,NY,COM,8647125370,1/4/2022,01:04P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,K
T732177C,NY,OMT,8897371978,1/4/2022,08:56A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HTY4131,NY,PAS,8903762423,1/4/2022,12:43P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
27548JX,NY,COM,8911491469,1/4/2022,05:12P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JAM1769,NY,PAS,8938219112,1/4/2022,07:30P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HYY9074,NY,PAS,8862012184,1/5/2022,03:41P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
HAL6482,NY,PAS,8889887734,1/5/2022,06:07P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KFP3916,NY,PAS,8862012020,1/5/2022,02:31P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
KGA2423,NY,PAS,8867999552,1/5/2022,03:15P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KJX6683,NY,PAS,8889887746,1/5/2022,06:23P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
HPA4276,NY,PAS,8889887783,1/5/2022,06:30P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
GGU7566,NY,PAS,8917380876,1/5/2022,07:58A,MISUSE PARKING PERMIT,$65.00 ,NY
GDZ4119,NY,PAS,8962131419,1/5/2022,10:30A,MISUSE PARKING PERMIT,$65.00 ,BX
JKX5163,NY,PAS,8850124405,1/5/2022,09:26A,MISUSE PARKING PERMIT,$65.00 ,NY
GLR4458,NY,PAS,8917380955,1/5/2022,08:25A,MISUSE PARKING PERMIT,$65.00 ,NY
ALX4909,NY,PAS,8936944824,1/5/2022,01:24P,MISUSE PARKING PERMIT,$65.00 ,NY
R272HK,NY,PAS,8597343941,1/5/2022,11:22A,MISUSE PARKING PERMIT,$65.00 ,NY
KHN5139,NY,PAS,8833489085,1/5/2022,02:47P,MISUSE PARKING PERMIT,$65.00 ,Q
ENS8751,NY,PAS,8880620526,1/5/2022,08:21P,MISUSE PARKING PERMIT,$65.00 ,K
GUR5878,NY,PAS,8886520761,1/5/2022,03:33P,MISUSE PARKING PERMIT,$65.00 ,NY
HXA8709,NY,PAS,8896658536,1/5/2022,08:20P,MISUSE PARKING PERMIT,$65.00 ,NY
HXV3119,NY,PAS,8896658690,1/5/2022,10:30P,MISUSE PARKING PERMIT,$65.00 ,NY
KPM7289,NY,PAS,8901090181,1/5/2022,02:10P,MISUSE PARKING PERMIT,$65.00 ,Q
GJC9292,NY,PAS,8904095890,1/5/2022,01:24P,MISUSE PARKING PERMIT,$65.00 ,R
HKE3872,NY,PAS,8907805209,1/5/2022,02:38P,MISUSE PARKING PERMIT,$65.00 ,NY
TRPL05,NY,SRF,8942591577,1/5/2022,10:02A,MISUSE PARKING PERMIT,$65.00 ,NY
KDS2527,NY,PAS,8974342819,1/5/2022,11:12A,MISUSE PARKING PERMIT,$65.00 ,K
T655811C,NY,OMT,8937583720,1/5/2022,01:54P,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
HWX2998,NY,PAS,8830047806,1/5/2022,12:34P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
JLH5258,NY,PAS,8830047843,1/5/2022,01:04P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KDX3861,NY,PAS,8876405860,1/5/2022,01:14P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
T781305C,NY,OMT,8991446000,1/5/2022,02:40P,FRAUDULENT USE PARKING PERMIT,$65.00 ,K
KSE3132,NY,PAS,5601187307,1/5/2022,03:34P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JPU5220,NY,PAS,5601187356,1/5/2022,03:53P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
JGL8990,NY,PAS,5601186443,1/5/2022,09:25A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
T785972C,NY,OMT,5601186765,1/5/2022,10:08A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
45652MG,NY,COM,5601186820,1/5/2022,11:34A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSD1091,NY,PAS,5601186583,1/5/2022,09:45A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JRW6668,NY,PAS,5601186807,1/5/2022,11:27A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBD9405,NY,PAS,5601186790,1/5/2022,11:17A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
69070NB,NY,COM,5601186868,1/5/2022,11:57A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KHX8066,NY,PAS,5601186844,1/5/2022,11:45A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KPK4810,NY,PAS,5601187009,1/5/2022,02:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KDF5088,NY,PAS,5601187060,1/5/2022,02:26P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
97520NA,NY,COM,5601187095,1/5/2022,02:40P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
JJZ3352,NY,PAS,5601187162,1/5/2022,03:01P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HUC1547,NY,PAS,5601187277,1/5/2022,03:30P,MOBILE BUS LANE VIOLATION,$200.00 ,MN
JJH2214,NY,PAS,5601187538,1/5/2022,04:47P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
HYZ3717,NY,OMS,5601187514,1/5/2022,04:37P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLL2244,NY,PAS,5601187575,1/5/2022,04:54P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KES1799,NY,PAS,5601187605,1/5/2022,04:59P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HXM9165,NY,PAS,5601187629,1/5/2022,05:04P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRP5532,NY,PAS,5601187599,1/5/2022,04:59P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JCZ2500,NY,PAS,5601187897,1/5/2022,06:20P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JPV7428,NY,PAS,5601187502,1/5/2022,04:35P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
44078JB,NY,COM,5601187745,1/5/2022,06:01P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
88832ML,NY,COM,5601186911,1/5/2022,12:55P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSV6949,NY,PAS,5601187423,1/5/2022,04:17P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
30454NA,NY,COM,5601187927,1/5/2022,06:47P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KPY2982,NY,PAS,5601186613,1/5/2022,09:47A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
EXZ2190,NY,PAS,5601187370,1/5/2022,03:57P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
56417MB,NY,COM,5601187034,1/5/2022,02:25P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KPC8436,NY,PAS,5601186315,1/5/2022,08:06A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KNC4631,NY,PAS,5601186339,1/5/2022,08:21A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
85983MN,NY,COM,5601186418,1/5/2022,09:18A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
13013JY,NY,COM,5601186406,1/5/2022,09:16A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
HLP1982,NY,PAS,5601186455,1/5/2022,09:28A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HVH5864,NY,PAS,5601186431,1/5/2022,09:25A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KHU4095,NY,PAS,5601186571,1/5/2022,09:44A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KPR2367,NY,PAS,5601186534,1/5/2022,09:42A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
35383ME,NY,COM,5601186558,1/5/2022,09:44A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KNY4472,NY,PAS,5601186595,1/5/2022,09:45A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KPS7382,NY,PAS,5601186546,1/5/2022,09:43A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JMK4426,NY,PAS,5601186625,1/5/2022,09:48A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JLF4738,NY,PAS,5601186730,1/5/2022,09:53A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JRY1676,NY,PAS,5601186649,1/5/2022,09:49A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KEU7605,NY,PAS,5601186777,1/5/2022,10:40A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
AW2108,NY,PAS,5601186832,1/5/2022,11:43A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KSR7782,NY,PAS,5601186856,1/5/2022,11:46A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
15992NB,NY,COM,5601186870,1/5/2022,12:23P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
70685JK,NY,COM,5601186984,1/5/2022,01:59P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
63777NB,NY,COM,5601187083,1/5/2022,02:36P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
67969PC,NY,PAS,5601187058,1/5/2022,02:26P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KJG6823,NY,PAS,5601187010,1/5/2022,02:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
FWS8673,NY,PAS,5601187149,1/5/2022,03:00P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGR5513,NY,PAS,5601187230,1/5/2022,03:23P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
68879ML,NY,COM,5601187265,1/5/2022,03:29P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HGK6246,NY,PAS,5601187290,1/5/2022,03:32P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
HPU8722,NY,PAS,5601187319,1/5/2022,03:34P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRP7850,NY,OMS,5601187320,1/5/2022,03:37P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGX2899,NY,PAS,5601187368,1/5/2022,03:53P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
JMD9667,NY,PAS,5601187332,1/5/2022,03:42P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KGC3749,NY,PAS,5601187551,1/5/2022,04:48P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GGF6968,NY,PAS,5601187496,1/5/2022,04:35P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
87991MK,NY,COM,5601187678,1/5/2022,05:41P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
16089MP,NY,COM,5601187587,1/5/2022,04:57P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T784239C,NY,OMT,5601187769,1/5/2022,06:06P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GGB8024,NY,PAS,5601187757,1/5/2022,06:06P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
11387JU,NY,COM,5601187733,1/5/2022,06:00P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
CKP3997,NY,PAS,5601187770,1/5/2022,06:08P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GNB7047,NY,PAS,5601187782,1/5/2022,06:08P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HUE3198,NY,PAS,5601187903,1/5/2022,06:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KRK7563,NY,PAS,5601187885,1/5/2022,06:18P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KEH5406,NY,PAS,5601187873,1/5/2022,06:15P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
CRV6353,NY,PAS,5601187988,1/5/2022,07:28P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JHS1072,NY,PAS,5601186972,1/5/2022,01:52P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KPK5629,NY,PAS,5601187861,1/5/2022,06:14P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JPB5704,NY,PAS,5601187642,1/5/2022,05:10P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HDW4994,NY,PAS,5601186420,1/5/2022,09:21A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HFJ2975,NY,PAS,5601186388,1/5/2022,09:00A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
42637JZ,NY,COM,5601186352,1/5/2022,08:49A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
JJM7164,NY,PAS,5601186340,1/5/2022,08:22A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KMY7198,NY,PAS,5601186364,1/5/2022,08:54A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KTB2307,NY,PAS,5601187721,1/5/2022,05:58P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T709041C,NY,OMT,5601186996,1/5/2022,02:24P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KHV2849,NY,PAS,5601187125,1/5/2022,02:55P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KPM2069,NY,PAS,5601187186,1/5/2022,03:09P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JKK6447,NY,PAS,5601187540,1/5/2022,04:47P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
98131MJ,NY,COM,5601187150,1/5/2022,03:01P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
T795713C,NY,OMT,5601187022,1/5/2022,02:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JCS3977,NY,PAS,5601186492,1/5/2022,09:38A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JMA6583,NY,PAS,5601186509,1/5/2022,09:39A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
67384ML,NY,COM,5601186522,1/5/2022,09:41A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
